country,neighborhood,rural_urban,sex,age,family_type,family_size,mig_int_global,mig_plan_global,mig_prep_global,mig_int_dom,mig_plan_dom,mig_prep_dom,ppl_mig_num_5y,currency,exp_monthly_food,income_exp_month_food,income_month_avg,deposit_currency,monthly_income,CARI
GT,PEBI'L PAM,1,1,20,1,2,0,,,0,,,1,3,500,1,0,,,2
GT,PEB'IL PAM,1,1,57,2,3,0,,,0,,,2,3,1000,1,1,3.0,3000.0,3
GT,PEB'IL PAM,1,2,69,9,2,0,,,0,,,0,3,400,2,0,,,3
GT,PEB'IL PAM,1,1,65,8,3,0,,,0,,,0,3,600,2,99,,,3
GT,CASA GRANDE,2,1,36,1,4,0,,,0,,,2,3,700,2,1,3.0,1300.0,3
GT,CASA GRANDE,2,1,36,5,5,0,,,0,,,2,3,1000,2,1,3.0,3000.0,3
GT,Tajumulco,2,1,80,2,5,0,,,0,,,0,3,150,3,1,3.0,400.0,3
GT,Tajumulco,2,1,30,1,7,0,,,0,,,0,3,900,2,1,3.0,2000.0,2
GT,Esquipulas,2,1,24,5,5,0,,,0,,,0,3,700,2,1,3.0,4500.0,2
GT,Ixmoco,1,1,62,2,3,0,,,0,,,1,3,500,3,1,3.0,1500.0,2
GT,Ixmoco,1,2,21,2,10,0,,,0,,,1,1,2000,2,1,3.0,3000.0,3
GT,"Caserio Ixmoco, Comintancillo",1,2,66,1,2,0,,,0,,,0,3,400,2,0,,,2
GT,Caserio ixmoco,1,2,63,1,11,0,,,1,0.0,,0,3,600,2,1,3.0,600.0,2
GT,TUISCOL,1,2,62,1,2,0,,,0,,,0,3,600,2,0,,,3
GT,TUISCOL,1,2,79,3,2,0,,,0,,,0,3,450,2,1,3.0,1300.0,3
GT,TUISCOL,1,2,52,3,4,0,,,0,,,0,3,800,2,1,3.0,1600.0,3
GT,QUIPAMBE,1,2,53,1,4,0,,,0,,,1,3,400,3,0,,,3
GT,QUIPAMBE,1,2,44,3,2,0,,,1,0.0,,0,3,450,5,0,,,2
GT,TUISCOL,1,1,38,2,3,0,,,0,,,0,3,400,5,0,,,3
GT,La Trinidad,1,1,22,5,6,0,,,0,,,0,3,300,2,0,,,3
GT,Bujej,1,1,23,5,5,0,,,0,,,0,3,1500,5,0,,,4
GT,El Platanar,1,1,47,1,5,0,,,0,,,0,3,1053,5,99,,,3
GT,Bulej,1,1,21,5,10,0,,,0,,,0,3,300,5,1,3.0,1000.0,3
GT,CONCEPCION HUISTA,2,2,30,1,5,0,,,0,,,3,3,1200,2,1,3.0,1700.0,3
GT,Las flores,1,2,73,1,6,0,,,0,,,0,3,1500,3,1,3.0,1200.0,3
GT,CONCEPCION HUISTA,2,2,22,5,5,0,,,0,,,1,3,300,1,1,3.0,2250.0,2
GT,CONCEPCION HUISTA,2,1,24,1,4,0,,,0,,,0,3,600,1,0,,,3
GT,CONCEPCION HUISTA,2,1,25,1,4,0,,,0,,,0,3,500,2,1,3.0,1200.0,3
GT,CONCEPCION HUISTA,2,1,37,1,6,0,,,0,,,0,3,800,1,0,,,3
GT,CONCEPCION HUISTA,2,1,24,5,6,0,,,0,,,0,3,400,2,1,3.0,1000.0,2
GT,CONCEPCION HUISTA,2,1,52,1,2,0,,,0,,,0,3,600,1,1,3.0,1300.0,3
GT,Aldea Tzojbal,1,1,65,2,3,0,,,0,,,0,3,100,2,1,3.0,300.0,2
GT,Aldea Tuiquimamel,1,1,49,2,5,0,,,0,,,0,3,250,5,1,3.0,400.0,3
GT,Aldea tuiquimamel,1,2,59,2,7,0,,,1,0.0,,0,3,400,5,1,3.0,300.0,3
GT,Tuiquimamel,1,2,77,1,3,0,,,0,,,0,3,800,2,1,3.0,800.0,3
GT,Aldea san Antonio Serhil,1,1,40,1,8,0,,,99,,,0,3,1000,5,1,3.0,900.0,2
GT,San rafael sochi,1,1,26,1,10,0,,,0,,,1,3,500,1,0,,,3
GT,LOS LAURELES,1,2,53,1,5,0,,,0,,,0,3,700,2,0,,,3
SLV,Paniagua,1,1,40,2,5,0,,,0,,,0,1,30,5,0,,,3
GT,Urbano,2,1,30,1,4,0,,,0,,,0,3,250,5,1,3.0,300.0,3
GT,SAN JUAN IXCOY,2,1,90,9,1,0,,,0,,,0,3,150,2,0,,,2
GT,SAN JUAN IXCOY,2,1,28,1,7,0,,,0,,,0,3,300,2,0,,,2
GT,SAN JUAN IXCOY,2,1,26,5,13,0,,,0,,,0,3,1000,2,0,,,2
GT,SAN JUAN IXCOY,2,1,38,1,8,0,,,0,,,0,3,1000,5,1,3.0,1000.0,3
GT,Nuevo san Jose el Rodeo,2,1,73,3,3,0,,,0,,,0,3,600,5,1,3.0,1000.0,3
GT,JULEN,1,2,37,1,4,0,,,0,,,1,3,600,2,1,3.0,800.0,3
GT,Camojallito,1,1,33,1,4,0,,,0,,,0,3,300,5,1,3.0,1200.0,3
SLV,Salinas de Sisiguayo,1,1,38,2,4,0,,,1,0.0,,1,1,100,5,1,1.0,200.0,3
GT,Bojon,1,1,35,1,7,0,,,0,,,0,3,800,1,1,3.0,1500.0,3
GT,Aldea Nahuatan,1,1,25,5,2,0,,,0,,,0,3,800,5,0,,,2
GT,Aldea Nahuatan,1,2,58,1,4,0,,,0,,,2,3,2000,1,0,,,2
GT,Aldea Nahuatan,1,2,27,1,3,0,,,0,,,0,3,800,4,0,,,3
GT,Aldea  Nahuatan,1,1,26,1,4,0,,,0,,,0,3,800,5,0,,,2
GT,Nahuatan,1,1,55,2,3,0,,,0,,,1,3,800,2,1,3.0,1800.0,2
GT,TEMUX GRANDE,1,1,32,5,10,0,,,0,,,1,3,800,1,1,3.0,2500.0,2
GT,TEMUX GRANDE,1,2,96,9,1,0,,,0,,,0,3,300,1,0,,,2
GT,TEMUX GRANDE,1,2,35,1,4,0,,,0,,,1,3,600,1,0,,,3
GT,San Gaspar ixchil,1,2,24,1,5,0,,,1,0.0,,0,3,600,5,1,3.0,1500.0,3
GT,Aldea,1,2,45,5,8,0,,,1,0.0,,0,3,1500,5,0,,,3
GT,Aldea Qixal,1,1,22,1,4,0,,,0,,,0,3,500,4,0,,,3
GT,Aldea Zalaj Chiquito,1,1,35,1,10,0,,,0,,,2,3,2500,1,0,,,2
GT,Barrio de la Placita,1,1,79,5,5,0,,,0,,,0,3,600,4,0,,,3
SLV,Buenos Aires,1,1,73,2,1,0,,,0,,,0,1,100,5,1,1.0,30.0,3
SLV,Canton el por venir,1,1,40,1,6,0,,,0,,,0,1,60,5,0,,,3
GT,LAS MINAS,1,1,38,1,3,0,,,0,,,0,3,700,2,1,3.0,1800.0,3
GT,INCÚ,1,1,22,5,16,0,,,0,,,0,3,900,2,0,,,3
GT,INCÚ,1,1,67,5,8,0,,,0,,,0,3,250,2,0,,,3
GT,INCÚ,1,1,24,1,4,0,,,0,,,0,3,400,2,1,3.0,1300.0,2
GT,SAN SEBASTIAN COATAN,2,1,42,1,3,0,,,0,,,0,3,700,1,1,3.0,3000.0,2
GT,SAN SEBASTIAN COATAN,2,1,25,1,3,0,,,0,,,0,3,500,1,1,3.0,2500.0,2
GT,INCÚ,1,1,20,5,13,0,,,0,,,0,3,1200,5,99,,,3
GT,Bo. Ls Flores,1,1,28,1,3,0,,,1,1.0,0.0,0,3,300,5,1,3.0,700.0,2
GT,Tzimuk,1,1,26,5,8,0,,,1,0.0,,0,3,2000,4,0,,,3
GT,Aldea Chicol Centro,1,2,54,1,3,0,,,0,,,0,3,800,2,0,,,2
GT,Urbano,1,1,18,2,2,0,,,0,,,0,3,300,3,1,3.0,0.0,3
SLV,Canton zapotillo,1,1,37,1,4,0,,,0,,,0,1,50,3,0,,,2
SLV,La Garrasposa,1,1,22,1,5,0,,,0,,,0,1,10,3,1,1.0,75.0,3
SLV,La Garrasposa,1,1,20,1,3,0,,,0,,,0,1,40,4,1,1.0,50.0,3
SLV,Rosario,1,1,59,2,2,0,,,1,1.0,1.0,0,1,15,4,99,,,3
SLV,Palo verde,1,1,77,2,2,0,,,0,,,0,1,50,2,1,1.0,100.0,2
SLV,Tulapa,1,1,58,1,2,0,,,0,,,0,1,120,5,1,1.0,130.0,3
HND,San jeronimo,2,1,34,2,3,0,,,0,,,1,2,200,5,99,,,3
HND,"Sulaco, Col.Adalid Gonzales",2,1,35,5,10,0,,,0,,,1,2,1000,5,1,2.0,1000.0,3
HND,Las Cañas,1,1,87,1,8,0,,,0,,,2,2,2000,1,1,2.0,2000.0,2
HND,Guanijiquil,1,1,46,4,7,0,,,1,0.0,,1,2,3000,3,0,,,3
GT,HERMON,1,1,32,1,3,0,,,0,,,0,3,800,2,1,3.0,1800.0,3
HND,El zapotillo,1,1,60,9,1,0,,,0,,,0,2,500,1,1,2.0,2000.0,2
GT,Colonia san josé la  olonia,2,1,47,1,4,0,,,0,,,0,3,800,5,0,,,3
GT,Colonia san josé la colonia,2,1,30,1,7,0,,,0,,,0,3,800,5,0,,,2
GT,San jose la colonia,2,1,58,1,6,0,,,0,,,1,3,1000,4,0,,,2
GT,Zona 8,2,1,68,2,2,0,,,0,,,0,3,200,2,1,3.0,500.0,2
GT,San jose la arada,2,1,35,1,6,0,,,0,,,0,3,600,2,1,3.0,2000.0,3
GT,Zona 3 Coban,2,1,60,2,5,0,,,0,,,0,3,1500,5,1,3.0,1500.0,2
GT,Urbano,2,1,63,2,4,0,,,99,,,0,3,100,5,1,3.0,500.0,2
HND,San Judas,1,2,59,1,8,0,,,0,,,0,2,1000,5,99,,,2
HND,Malpaso,1,1,67,1,4,0,,,0,,,0,2,2000,2,0,,,3
SLV,Los maguelles,1,1,26,1,3,0,,,0,,,0,1,50,5,1,1.0,90.0,3
GT,Aldea Cahaboncito,1,2,67,5,14,0,,,0,,,2,3,1800,1,0,,,3
GT,IXMULCA,1,1,82,1,2,0,,,0,,,0,3,300,3,0,,,3
GT,Cahaboncito,1,2,30,1,7,0,,,0,,,0,3,200,5,0,,,3
GT,IXMULCA,1,1,39,1,3,0,,,0,,,0,3,800,2,1,3.0,1400.0,3
GT,IXMULCA,1,1,39,1,3,0,,,0,,,0,3,400,2,1,3.0,1300.0,3
GT,SACCHÉN,1,2,32,1,6,0,,,0,,,0,3,700,5,1,3.0,1000.0,3
GT,SACCHÉN,1,1,30,2,5,0,,,0,,,1,3,1200,2,0,,,3
GT,SACCHÉN,1,2,46,1,4,0,,,0,,,0,3,1200,2,1,3.0,2000.0,2
GT,SACCHÉN,1,1,22,5,6,0,,,0,,,1,3,300,2,0,,,3
GT,SACCHÉN,1,1,25,1,3,0,,,0,,,0,3,350,1,0,,,3
GT,SACCHÉN,1,1,32,2,3,0,,,0,,,0,3,1000,1,0,,,3
GT,Cahaboncito,1,2,54,1,6,0,,,0,,,0,3,600,5,1,3.0,800.0,2
HND,Tegucigalpita,1,1,37,2,6,0,,,0,,,0,2,0,3,0,,,2
HND,La Pabellona,1,2,74,1,10,0,,,0,,,0,2,1000,5,99,,,2
HND,La Pabellona,1,1,58,1,4,0,,,0,,,0,2,400,5,1,2.0,1000.0,3
HND,La ermita,1,1,41,8,5,0,,,0,,,1,2,1500,2,1,2.0,3000.0,2
GT,Barrio la playa,2,1,44,1,8,0,,,0,,,0,3,600,5,1,3.0,1000.0,3
GT,Barrio la playa,2,1,40,1,7,0,,,0,,,1,3,300,5,1,3.0,4000.0,3
GT,Aldea las conchas,1,1,40,1,7,0,,,0,,,0,3,300,5,0,,,3
GT,Aldea las conchas,1,1,40,1,7,0,,,0,,,0,3,200,2,0,,,2
GT,Aldea sequixquib,1,1,30,1,4,0,,,0,,,0,3,200,5,1,3.0,500.0,2
GT,Aldea sequixquib,1,1,80,1,3,0,,,0,,,0,3,100,5,99,,,2
GT,Aldea sequixquib,1,1,36,1,6,0,,,0,,,1,3,150,5,1,3.0,350.0,2
GT,San agustin viejo cahal,1,2,35,1,8,0,,,0,,,0,3,400,5,1,3.0,600.0,2
GT,San agustin viejo chahal,1,1,42,1,2,0,,,0,,,0,3,450,5,0,,,2
GT,San agustin viejo chahal,1,1,28,1,6,0,,,0,,,0,3,600,5,0,,,2
GT,San Agustin viejo Chahal,1,1,45,1,4,0,,,0,,,0,3,500,4,1,3.0,1500.0,3
GT,San Agustin Viejo Chahal,1,2,66,1,4,0,,,0,,,1,3,600,4,1,3.0,800.0,3
GT,Aldea San Agustin Viejo,1,2,55,5,9,0,,,0,,,0,3,400,5,1,3.0,350.0,2
GT,Aldea chicoban,1,1,25,1,5,0,,,0,,,0,3,200,5,1,3.0,500.0,3
